"WT1","WT2","WT3","NEG1","NEG2","NEG3","pos","Potential.contaminant","Reverse","ids"
1929500,0,0,1309600,0,0,FALSE,"","","P1284053"
6119700,3681900,1407500,5197900,2080400,1708500,FALSE,"","","P2618359"
0,5757100,1635800,7621100,2043000,3783200,FALSE,"","","P0476389"
0,0,0,0,410990,0,FALSE,"","","P5738041"
3089100,0,2560800,7893500,3449300,597820,FALSE,"","","P9325461"
6711700,0,0,4910400,0,2522100,FALSE,"","","P0341956"
11976000,0,0,9264100,6788000,1090000,FALSE,"","","P0257491"
244900000,180550000,120480000,288310000,136090000,163320000,FALSE,"","","P1934780"
298920000,64514000,29674000,210710000,67337000,48914000,FALSE,"","","P9563287"
203250000,81743000,30003000,131860000,71090000,92758000,FALSE,"","","P0519864"
0,0,0,0,0,3651800,FALSE,"","","P5974083"
3946800,2808300,1440100,4591500,4163800,6400300,FALSE,"","","P0158639"
66930000,11157000,5755700,28402000,6785300,8761300,FALSE,"","","P8561920"
0,484420,0,0,676700,2643300,FALSE,"","","P8370259"
14925000,20831000,24576000,49553000,20081000,13926000,FALSE,"","","P4326809"
1156700,5386300,7005400,7286000,2452100,3548800,FALSE,"","","P7634280"
3030400,4781500,0,10219000,876950,790140,FALSE,"","","P3049856"
0,14238000,10107000,0,0,0,FALSE,"","","P1653097"
18971000,4185700,0,11942000,2441900,5530000,FALSE,"","","P2934170"
180310000,16021000,33668000,130200000,47139000,66409000,FALSE,"","","P4601953"
0,0,845290,7974600,0,3729400,FALSE,"","","P8925367"
7981700,53821000,75453000,30782000,33868000,41390000,FALSE,"","","P6018539"
15286000,4048400,2659800,9545900,1857400,1810200,FALSE,"","","P3689054"
71315000,18994000,34290000,49982000,26530000,17216000,FALSE,"","","P3725081"
1190300,623920,0,1153300,365310,0,FALSE,"","","P3580916"
14365000,3742500,2273800,8032200,3317700,4730900,FALSE,"","","P7934015"
0,773990,611710,0,0,0,FALSE,"","","P5087396"
1337600,0,0,1071700,0,0,FALSE,"","","P6789453"
0,0,0,40506000,0,0,FALSE,"","","P2903156"
13520000,7033000,13815000,13179000,46997000,355810000,FALSE,"","","P1684259"
0,0,0,1159600,0,0,FALSE,"","","P4593762"
0,0,3244800,0,419830,718510,FALSE,"","","P8104532"
6227800,11382000,12101000,11692000,7916200,14016000,FALSE,"","","P0842917"
0,1780200,0,0,0,954980,FALSE,"","","P3450126"
0,1994500,0,0,2053000,5145000,FALSE,"","","P7406895"
66237000,4754000,6961100,53805000,14470000,22428000,FALSE,"","","P0418963"
2949600,0,0,4222100,0,0,FALSE,"","","P8142935"
8461100,18754000,21980000,58854000,23931000,16945000,FALSE,"","","P5760348"
5868900,307120,479090,2807700,859210,3504800,FALSE,"","","P9520478"
20933000,9707800,11944000,25818000,14017000,5592100,FALSE,"","","P4508972"
1239000,3491600,5631900,2323900,2821700,3580500,FALSE,"","","P7619240"
0,0,4654000,5183300,10911000,79924000,FALSE,"","","P4271698"
1980100,764210,6206500,0,0,861660,FALSE,"","","P9150276"
1093400000,2018400000,306110000,3714800000,355190000,1242200000,FALSE,"","","P3658219"
106310000,215600000,254840000,457400000,197980000,249770000,FALSE,"","","P9128345"
0,597660,0,0,0,793770,FALSE,"","","P5731846"
0,0,0,593370,0,0,FALSE,"","","P0756249"
0,0,0,0,0,14339000,FALSE,"","","P4570862"
1428900,682430,0,2647300,0,0,FALSE,"","","P8146327"
2255500,0,0,1324200,0,0,FALSE,"","","P0491653"
5068300,0,0,0,0,0,FALSE,"","","P9824731"
0,0,0,737350,0,0,FALSE,"","","P6521098"
1.7626e+10,9771400000,1.4427e+10,1.7536e+10,1.2227e+10,1.2861e+10,FALSE,"","","P2415839"
2141200,2618200,727650,4459600,602360,637730,FALSE,"","","P9157402"
0,705240,0,0,0,0,FALSE,"","","P4689732"
283030000,509590000,332070000,405630000,180390000,223510000,FALSE,"","","P5384026"
0,0,694420,0,0,0,FALSE,"","","P5684037"
0,0,349460,0,0,0,FALSE,"","","P7291350"
16142000,18368000,43668000,3336500,7175100,13982000,FALSE,"","","P4328601"
14793000,26154000,24892000,15273000,3702500,3174900,FALSE,"","","P8739416"
830310,0,0,0,0,0,FALSE,"","","P7952436"
28163000,25188000,31497000,52617000,21224000,14371000,FALSE,"","","P2807156"
1511500,18561000,9960200,1669700,2557000,4065700,FALSE,"","","P0615938"
0,585050,0,0,499590,0,FALSE,"","","P6421579"
0,3735600,1358700,4305800,2461200,3812400,FALSE,"","","P2068941"
0,1213800,0,0,0,0,FALSE,"","","P3082567"
2895100,6721200,3663600,4079700,2227200,0,FALSE,"","","P0854137"
0,3033600,0,0,0,0,FALSE,"","","P9735840"
684660,531610,1000100,981190,1160200,2906000,FALSE,"","","P7523648"
0,0,0,0,3114700,38565000,FALSE,"","","P6421935"
0,6096400,8085400,6014600,4967300,7498700,FALSE,"","","P5084267"
9576900,17950000,13514000,41445000,10667000,10858000,FALSE,"","","P1509623"
0,0,0,237300,0,0,FALSE,"","","P5439806"
29640000,59252000,73066000,65183000,59942000,41456000,FALSE,"","","P8025947"
0,0,0,1422800,0,0,FALSE,"","","P8970156"
0,560910,0,0,0,0,FALSE,"","","P6483175"
903290,0,0,0,0,0,FALSE,"","","P2395486"
0,0,713040,1521600,0,730090,FALSE,"","","P9875130"
18852000,25099000,26428000,70269000,17769000,30852000,FALSE,"","","P9745362"
0,378860,0,0,0,0,FALSE,"","","P2846319"
0,0,0,0,0,31703000,FALSE,"","","P4532086"
1824200,971350,0,0,449260,0,FALSE,"","","P9236175"
0,0,854940,0,2718700,15619000,FALSE,"","","P5298017"
0,0,0,934090,0,1540200,FALSE,"","","P5129478"
0,0,0,1769300,0,774020,FALSE,"","","P4263897"
4161800,4454100,2641500,0,1907600,1376400,FALSE,"","","P2386154"
1517300,0,0,0,0,0,FALSE,"","","P0631925"
0,800560,0,0,478950,0,FALSE,"","","P3652814"
0,0,0,2174400,0,1385000,FALSE,"","","P5678239"
0,481330,584130,0,0,668420,FALSE,"","","P1472036"
391910,0,0,2199600,0,0,FALSE,"","","P4531720"
0,0,900860,1038500,0,0,FALSE,"","","P0513698"
1518400,1720000,0,2648400,0,0,FALSE,"","","P9820537"
0,7116700,0,0,21104000,0,FALSE,"","","P8562913"
95668000,95120000,7055900,447420000,54506000,230120000,FALSE,"","","P8429736"
44323000,59195000,25776000,88974000,65426000,27269000,FALSE,"","","P8725346"
0,13659000,4454600,0,8505400,9403900,FALSE,"","","P6821497"
0,4648200,3142600,0,2914500,2905600,FALSE,"","","P8069152"
2802400,1839200,1992000,1739700,0,2491500,FALSE,"","","P9853640"
0,344800,0,765220000,254550000,256730000,FALSE,"","","P1890427"
5138400,2120800,4475000,6466600,0,3498500,FALSE,"","","P7302851"
0,1166800,1954600,0,0,990020,FALSE,"","","P1649270"
0,0,0,0,5557800,27911000,FALSE,"","","P6873192"
0,0,0,1011600,0,0,FALSE,"","","P7295618"
46984000,0,0,17669000,0,0,FALSE,"","","P9180253"
0,741180,2614100,6018900,0,1081900,FALSE,"","","P2465793"
0,0,0,0,0,419810,FALSE,"","","P9305874"
0,0,0,0,13948000,0,FALSE,"","","P7853490"
0,2023200,1856900,4177400,1550200,2906300,FALSE,"","","P2693087"
1155300,8329500,12809000,0,0,0,FALSE,"","","P3458067"
3012900,2440900,0,0,0,0,FALSE,"","","P1920375"
0,1026200,0,8276000,2264900,0,FALSE,"","","P0362795"
0,0,0,0,0,1598800,FALSE,"","","P3452871"
19081000,3850400,1452200,8867200,4051600,2403000,FALSE,"","","P1620784"
0,0,0,0,525160,0,FALSE,"","","P6780249"
3028300,25549000,18685000,3386400,6082300,7425700,FALSE,"","","P4901723"
674730,888160,948370,0,0,0,FALSE,"","","P6704531"
708940,1311500,551010,0,0,0,FALSE,"","","P5860379"
0,0,0,1724400,0,732840,FALSE,"","","P6320918"
0,0,0,0,30747000,0,FALSE,"","","P8063571"
0,625940,0,0,0,0,FALSE,"","","P0917624"
0,21389000,38013000,0,27592000,26239000,FALSE,"","","P7182349"
0,0,0,0,535650,0,FALSE,"","","P5463781"
618860,0,0,0,0,0,FALSE,"","","P6574093"
0,0,0,0,0,898250,FALSE,"","","P5304687"
0,0,830440,0,0,0,FALSE,"","","P4738629"
13762000,44643000,32874000,92044000,38541000,31183000,FALSE,"","","P1975364"
0,162100,0,0,3720600,22063000,FALSE,"","","P6430817"
0,834970,1670800,1684400,1371700,564500,FALSE,"","","P6247809"
0,0,1109100,0,0,0,FALSE,"","","P8124360"
8626700,14231000,31049000,22129000,20407000,14571000,FALSE,"","","P9341068"
0,0,18456000,0,17403000,0,FALSE,"","","P9035846"
1252000,17389000,0,12390000,7786500,21334000,FALSE,"","","P1930867"
0,4208800,5961300,4034600,4742900,5358200,FALSE,"","","P3056782"
0,0,302390,978920,671950,315420,FALSE,"","","P8901236"
0,2413100,611360,1480000,629770,0,FALSE,"","","P6807354"
0,0,0,0,393360,0,FALSE,"","","P9184523"
2996800,6392600,12663000,6814300,3320400,3521100,FALSE,"","","P0394658"
0,4507200,4485300,0,1134500,2903600,FALSE,"","","P4076159"
30108000,108670000,171260000,174190000,163050000,165120000,FALSE,"","","P5963802"
0,0,945550,0,595750,818590,FALSE,"","","P7812549"
2603600,17075000,17624000,7789700,7455500,8081500,FALSE,"","","P6752910"
0,0,827860,0,565270,0,FALSE,"","","P2983560"
0,0,1780000,1754600,5209700,3950500,FALSE,"","","P1736524"
0,251560,0,0,0,0,FALSE,"","","P1347825"
4417700,22021000,22851000,27544000,20507000,12218000,FALSE,"","","P4531792"
0,446980,0,183100000,61024000,43603000,FALSE,"","","P8269034"
587550,6862600,5807700,4753000,804740,681280,FALSE,"","","P3612984"
1936400,4123700,5442500,9721300,9416400,4854500,FALSE,"","","P3825701"
2196100,785410,1848900,2121600,0,814750,FALSE,"","","P5932647"
0,581380,501950,0,0,0,FALSE,"","","P1256439"
0,2283900,8517700,2080500,2566000,1210200,FALSE,"","","P2083675"
0,0,0,675140,0,0,FALSE,"","","P6730125"
460750000,325760000,76484000,564210000,173390000,299650000,FALSE,"","","P0526813"
1660800,0,573070,1729700,1986600,5460400,FALSE,"","","P4817395"
0,0,0,0,0,636080,FALSE,"","","P3954602"
0,1000300,1973100,1515800,544210,1109100,FALSE,"","","P9452076"
994650,1741400,0,4270900,0,1107900,FALSE,"","","P9367241"
0,0,0,0,0,302890,FALSE,"","","P1620598"
0,0,0,0,0,1043400,FALSE,"","","P9612054"
0,579890,0,1296200,748990000,902700,FALSE,"","","P0534128"
5839100,1073000,1282300,2391800,0,0,FALSE,"","","P0492186"
0,0,918750,0,0,0,FALSE,"","","P4892160"
1382800,5849300,1114700,3184100,1976400,2267000,FALSE,"","","P3216457"
33154000,43299000,25038000,0,0,0,TRUE,"","","P9587613"
0,0,0,0,0,231080000,FALSE,"","","P3086795"
9739500,9791800,0,17143000,0,8523500,FALSE,"","","P0517342"
3983700,6290600,2477200,12730000,3170900,3961800,FALSE,"","","P8574916"
4093900,22395000,37934000,20324000,13201000,13691000,FALSE,"","","P7506398"
0,0,25736000,0,2489000,0,FALSE,"","","P3784190"
0,3310900,4454500,1940700,3132600,2121300,FALSE,"","","P1507863"
1183400,4649000,4836200,3558900,1894100,780970,FALSE,"","","P2683054"
0,0,0,1608700,0,0,FALSE,"","","P6725314"
0,191460000,0,0,238500000,213280000,FALSE,"","","P7908153"
8272500,19923000,20762000,11630000,8659100,16692000,FALSE,"","","P6470158"
5284900,16400000,15132000,19431000,17242000,18651000,FALSE,"","","P1296450"
0,0,0,1503400,462080,681230,FALSE,"","","P0436578"
0,0,269910,1181200,949930,1286800,FALSE,"","","P8601527"
648390,3502800,3381600,0,1235000,1676900,FALSE,"","","P4201596"
0,1087400,0,0,891220,0,FALSE,"","","P9467518"
1776200000,4.77e+08,0,0,335100000,620550000,FALSE,"","","P2894753"
0,1887500,879020,10678000,2148200,925210,FALSE,"","","P1354702"
2224200,12985000,538510,21876000,831950,6954300,FALSE,"","","P7196840"
626030,556260,0,1891000,0,0,FALSE,"","","P2907143"
0,8933200,2540600,0,1025400,2496500,FALSE,"","","P6924375"
2610200,9968700,5500700,13900000,6370500,21762000,FALSE,"","","P8375162"
0,0,0,3815000,0,0,FALSE,"","","P7523489"
0,745500,3191700,0,925890,0,FALSE,"","","P4509327"
0,0,0,1157900,0,0,FALSE,"","","P5904132"
0,0,811740,0,0,0,FALSE,"","","P7152869"
0,2888100,0,2201600,0,2956400,FALSE,"","","P7406951"
820340,4543000,5788000,10516000,4180400,3521100,FALSE,"","","P6095381"
11125000,16243000,6348300,0,0,0,TRUE,"","","P0142598"
0,0,926340,0,762320,1348600,FALSE,"","","P5169487"
0,2600200,1533000,9075600,15736000,44038000,FALSE,"+","","P0517639"
0,0,0,1944300,0,2240400,FALSE,"","","P0231865"
0,0,202300,0,0,0,FALSE,"","","P5731824"
0,0,666990,0,0,0,FALSE,"","","P8724095"
0,0,0,0,294220,0,FALSE,"","","P3614957"
0,0,0,2273100,0,0,FALSE,"","","P1978542"
7696100,4773000,0,3424100,2961100,0,FALSE,"","","P0915642"
15668000,24352000,44271000,36551000,30059000,31822000,FALSE,"","","P8096347"
1611400,497600,893010,3415500,0,1386900,FALSE,"","","P0391528"
0,62713000,0,97664000,20935000,67435000,FALSE,"","","P7580632"
0,0,441940,810470,545880,454430,FALSE,"","","P9856027"
0,1085800,0,1265200,0,0,FALSE,"","","P6584017"
0,13858000,10621000,7533400,5219000,6615200,FALSE,"","","P4682301"
2002800,1116500,702300,11580000,6426000,10367000,FALSE,"","","P9042785"
0,412400,0,0,0,0,FALSE,"","","P6458109"
0,1548000,0,0,0,0,FALSE,"","","P3972580"
0,3480200,0,6566700,668530,2090800,FALSE,"","","P6034587"
0,11781000,0,0,0,0,FALSE,"","","P9043856"
28731000,56603000,21202000,168930000,74547000,94621000,FALSE,"","","P5946280"
962890,3469200,2441000,1399700,0,832920,FALSE,"","","P3845621"
0,824920,0,1423200,0,1482400,FALSE,"","","P6824137"
0,0,0,0,0,608630,FALSE,"","","P7950268"
2625500,5947500,2545400,7989000,3656200,2386800,FALSE,"","","P4659827"
0,905680,0,2914700,0,0,FALSE,"","","P1896035"
0,0,0,1634500,0,47722000,FALSE,"","","P2137084"
0,3388700,0,0,0,3936200,FALSE,"","","P0129645"
1477700,5198900,4115200,6508600,4875800,5775200,FALSE,"","","P4523807"
9530800,18074000,21189000,10882000,8757400,9677600,FALSE,"","","P0576893"
204440000,273210000,396040000,518460000,338760000,407400000,FALSE,"","","P0641597"
3982200,5378800,4825600,7598900,4388800,9695500,FALSE,"","","P5942761"
1366700,10435000,8610800,7267800,5802100,8840200,FALSE,"","","P3981504"
12424000,37556000,31417000,58750000,36053000,46014000,FALSE,"","","P4312657"
0,0,612990,0,0,0,FALSE,"","","P1602734"
531920,0,0,815520,215580,1340700,FALSE,"","","P6854391"
0,557450,661440,0,1350500,0,FALSE,"","","P7021894"
1089800,0,0,0,396200,738390,FALSE,"","","P3412705"
1924400,983940,2237200,22856000,1668900,6731100,FALSE,"","","P3475089"
0,0,1567100,0,1214200,1716300,FALSE,"","","P3105627"
1713800,0,0,0,0,0,FALSE,"","","P3195764"
4024300,649150,0,0,1019200,0,FALSE,"","","P4378509"
0,1464200,822310,1912100,851680,1369600,FALSE,"","","P1604892"
3373100,800250,0,1126400,0,0,FALSE,"","","P5963170"
0,0,0,1047500,0,0,FALSE,"","","P9653140"
338740000,360430000,421600000,1135600000,389490000,341560000,FALSE,"","","P7512096"
0,0,0,1200300,361880,578400,FALSE,"","","P5016748"
0,2116400,0,0,0,0,FALSE,"","","P2857401"
1537800,928150,2134300,1312700,0,0,FALSE,"","","P8145360"
0,0,743090,2354800,0,0,FALSE,"","","P8760294"
0,526160,0,0,0,0,FALSE,"","","P9648201"
1527000,1477500,0,0,1109100,0,FALSE,"","","P6192370"
0,957240,0,2283600,0,0,FALSE,"","","P1536492"
0,0,0,0,1670400,22898000,FALSE,"","","P4370269"
0,0,0,0,194950,0,FALSE,"","","P8230974"
633920,0,0,1303900,1747300,0,FALSE,"","","P7642195"
0,461240,0,0,0,0,FALSE,"","","P2196405"
66274000,39258000,60155000,0,0,0,FALSE,"","","P9862170"
578110,7590900,2570200,8571200,2276300,0,FALSE,"","","P9863507"
0,0,0,4748100,0,1988500,FALSE,"","","P1496523"
0,0,0,790800,0,0,FALSE,"","","P5892164"
1248400,2276600,669010,0,883090,0,FALSE,"","","P2518697"
0,710580,2125500,0,451100,0,FALSE,"","","P4056739"
0,2139600,2186700,5241000,1503900,1899100,FALSE,"","","P2348975"
0,0,1648300,0,0,0,FALSE,"","","P2670459"
0,0,0,0,1331900,0,FALSE,"","","P6752830"
0,222410000,196180000,0,432690000,281760000,FALSE,"","","P6943750"
0,0,0,0,0,1512900,FALSE,"","","P5176894"
0,0,322820,0,1746100,16719000,FALSE,"","","P5624813"
1606300,3512300,3590100,1085500,1269000,0,FALSE,"","","P5984710"
0,1521600,3299900,0,0,0,FALSE,"","","P4289651"
0,0,0,1423500,0,861710,FALSE,"","","P4601273"
1629400000,1.105e+09,1143300000,1721800000,1101200000,1.089e+09,FALSE,"","","P0472913"
2548700,20516000,28972000,35524000,28904000,37473000,FALSE,"","","P2167054"
0,0,1419500,0,0,0,FALSE,"","","P1438709"
0,1680200,4394000,0,1792200,914490,FALSE,"","","P9536017"
0,0,0,105040000,0,0,FALSE,"","","P3701465"
2733300,0,0,1688000,0,0,FALSE,"","","P1369245"
2973400,1855400,2025300,2451700,2080200,0,FALSE,"","","P2579431"
0,0,0,0,0,787650,FALSE,"","","P0978312"
0,1008500,756340,0,0,1542900,FALSE,"","","P5714839"
1709900,2649200,1268100,1705100,1150800,0,FALSE,"","","P1528796"
0,0,0,822720,0,0,FALSE,"","","P1867203"
3279800,774500,663610,0,0,714970,FALSE,"","","P7981436"
1137900,3807800,3509400,4169100,0,922530,FALSE,"","","P9163784"
138560000,127310000,101350000,3981800,0,0,TRUE,"","","P8350629"
0,0,0,1106300,0,0,FALSE,"","","P3708215"
0,3977600,2373900,4752100,1585900,1061300,FALSE,"","","P7913280"
0,766480,812220,0,0,609540,FALSE,"","","P3459781"
0,738780,3331900,5043700,2993000,4125500,FALSE,"","","P6085379"
0,0,0,0,0,711160,FALSE,"","","P9207163"
4046100,4838700,10452000,16665000,5071500,6618000,FALSE,"","","P2795814"
0,0,0,1088400,0,0,FALSE,"","","P0697538"
0,6484700,11780000,6214600,7570900,9260000,FALSE,"","","P1820367"
1353200,4492300,6809600,3756200,2857000,4740500,FALSE,"","","P0652978"
0,399400,0,0,0,0,FALSE,"","","P6158247"
0,0,281980,0,0,0,FALSE,"","","P4681905"
0,883380,1206400,0,2239700,1555700,FALSE,"","","P5743290"
0,0,703180,965850,1553600,799770,FALSE,"","","P6710284"
0,1663600,2075000,0,701130,2830100,FALSE,"","","P8394506"
567810,4409700,2066900,848000,0,2661300,FALSE,"","","P7581904"
1461900,0,0,0,0,0,FALSE,"","","P4905718"
5040500,12559000,17433000,11437000,10944000,10679000,FALSE,"","","P1932087"
4295700,13759000,5081700,7673600,6946400,4644700,FALSE,"","","P4283095"
1339000,4325300,0,9125900,4099100,7079600,FALSE,"","","P4015629"
0,356070,0,615490,0,0,FALSE,"","","P2591680"
2512900,4970200,5533600,3452500,2447200,1917500,FALSE,"","","P5062941"
0,4257400,4788600,983920,0,0,FALSE,"","","P6253489"
1934400,6157300,4278900,9184200,8030500,8242000,FALSE,"","","P4870129"
0,3204400,0,0,13278000,0,FALSE,"","","P4157028"
3950900,3355300,1865800,3959900,1734600,0,FALSE,"","","P1365804"
0,1490500,0,0,0,0,FALSE,"","","P6512948"
0,686620,994210,5505200,3076000,3496100,FALSE,"","","P5963207"
946420,889550,0,4536600,0,1055600,FALSE,"","","P2763518"
4588900,0,0,6013000,0,0,FALSE,"","","P5123874"
0,337420,0,0,0,0,FALSE,"","","P7049123"
1452700,4657200,3072100,7464200,0,0,FALSE,"","","P4718653"
1043700,1494800,747580,887930,0,0,FALSE,"","","P9406158"
4248800,10496000,6618200,11649000,4745700,4148000,FALSE,"","","P3749250"
1103900,0,0,0,0,0,FALSE,"","","P8914052"
0,1193400,0,1637400,1069100,0,FALSE,"","","P5316298"
0,1051900,0,3794100,827650,1478800,FALSE,"","","P9247105"
1338700,823140,913350,3224500,1303700,2149300,FALSE,"","","P3768519"
0,0,0,0,624910,0,FALSE,"","","P5943862"
0,0,0,0,970490,91525000,FALSE,"","","P7862350"
816340,3789400,4441000,15968000,5818800,11643000,FALSE,"","","P8532971"
38903000,61468000,75073000,111840000,57991000,71555000,FALSE,"","","P3810764"
0,497470,632800,0,0,0,FALSE,"","","P2574618"
1434100,3871700,2423500,0,0,0,FALSE,"","","P6278319"
7517200,28017000,39684000,25421000,16806000,25719000,FALSE,"","","P4312987"
0,569510,0,0,0,0,FALSE,"","","P4035187"
0,563450,0,0,0,0,FALSE,"","","P8694137"
4096800,4639500,3384500,16220000,2052800,0,FALSE,"","","P4638209"
7306300,5961000,5001000,3560600,3163300,812000,FALSE,"","","P0479852"
0,1780000,0,2343600,2633800,1810300,FALSE,"","","P6798512"
0,2035900,839270,0,0,0,FALSE,"","","P6483907"
0,2770600,0,0,0,0,FALSE,"","","P7429653"
0,0,0,4377200,0,1051400,FALSE,"","","P3981062"
0,0,0,0,0,5144700,FALSE,"","","P6231457"
0,0,0,7852500,0,0,FALSE,"","","P4310278"
0,0,797170,0,0,0,FALSE,"","","P6014983"
4389500,10722000,8387600,17754000,7680300,5260800,TRUE,"","","P8936257"
0,704800,377820,0,0,0,FALSE,"","","P4950713"
0,374830,0,2058400,0,0,FALSE,"","","P2038176"
2241000,7505600,15138000,15447000,3917600,8723800,FALSE,"","","P9325846"
0,0,0,1336900,0,0,FALSE,"","","P8409235"
0,2693500,3868600,2136700,0,0,FALSE,"","","P6021478"
0,0,0,729300,0,0,FALSE,"","","P8163427"
0,3235000,3436000,8156300,22320000,7280900,FALSE,"","","P9062537"
0,14935000,9921400,12059000,18519000,13804000,FALSE,"","","P4237580"
2809900,5355300,6124500,8088200,6479800,7221000,FALSE,"","","P2643195"
0,668620,703150,5978900,2577600,3618600,FALSE,"","","P3458921"
0,0,0,1841500,0,0,FALSE,"","","P4859736"
0,0,12483000,0,0,0,FALSE,"","","P9038145"
8120900,12074000,11526000,16074000,7917500,12304000,FALSE,"","","P0594768"
0,0,0,775250,0,0,FALSE,"","","P6859410"
1309200,2652600,0,0,1547000,0,FALSE,"","","P0897512"
0,3336000,3081700,0,709670,0,FALSE,"","","P1463285"
0,828170,0,0,568550,745730,FALSE,"","","P5420817"
0,0,0,1677700,0,0,FALSE,"","","P3187460"
548500,1017800,0,1347300,528600,0,FALSE,"","","P2796034"
0,2456900,0,0,0,0,FALSE,"","","P5836941"
0,0,0,0,387650,0,FALSE,"","","P0473269"
1161800,5359900,8148200,3172700,1095100,4285900,FALSE,"","","P1498352"
6464100,14458000,1674200,30755000,3893500,9834200,FALSE,"","","P2160948"
0,988830,660630,0,912770,0,FALSE,"","","P5872160"
1244100,0,0,0,0,0,FALSE,"","","P6953817"
0,0,502470,2153800,0,0,FALSE,"","","P4013695"
0,1946600,1120000,4842300,0,0,FALSE,"","","P0847219"
0,5187100,641720,8146300,3684500,6747800,FALSE,"","","P7421580"
16175000,0,0,21366000,0,0,FALSE,"","","P0197586"
0,0,0,21745000,0,0,FALSE,"","+","P1425963"
0,0,0,0,0,6689500,FALSE,"","+","P7316905"
208630000,0,0,230690000,0,0,FALSE,"","+","P7924560"
0,0,95233000,0,0,0,FALSE,"","+","P5396417"
0,2448900,0,0,0,0,FALSE,"","+","P1705489"
0,0,0,0,0,2101000,FALSE,"","+","P5874630"
0,4513600,1258000,0,0,2647000,FALSE,"","+","P0974815"
0,0,0,0,0,27246000,FALSE,"","+","P9278315"
0,1219200,0,0,0,0,FALSE,"","+","P3079421"
0,16787000,0,49886000,0,20221000,FALSE,"","+","P5317826"
12549000,0,0,0,0,0,FALSE,"","+","P1740328"
0,0,0,0,3561300,0,FALSE,"","+","P0583612"
0,2174100,0,0,0,0,FALSE,"","+","P0276389"
6680000,0,0,0,0,0,FALSE,"","+","P3485712"
